"gameId","team","year","round","playerId","displayName","gameNumber","Disposals","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","X..Played","Subs"
"2021R104","Adelaide",2021,"R1",2021661124,"Berry, Sam",1,8,6,1,2,0,1,0,7,0,2,3,2,2,2,0,4,5,0,0,0,0,1,80,"-"
"2021R104","Adelaide",2021,"R1",2012662083,"Brown, Luke",168,5,2,0,3,0,0,0,2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,23,"Off"
"2021R104","Adelaide",2021,"R1",2020665315,"Butts, Jordon",3,10,5,3,5,0,0,0,0,5,0,0,3,1,0,0,5,5,1,0,8,0,0,93,"-"
"2021R104","Adelaide",2021,"R1",2018689604,"Doedee, Tom",31,13,9,4,4,0,0,0,4,5,1,1,0,2,0,0,8,6,0,0,7,0,0,84,"-"
"2021R104","Adelaide",2021,"R1",2018703883,"Frampton, Billy",9,14,10,8,4,2,2,7,0,2,0,0,1,0,0,0,5,9,3,4,2,0,0,90,"-"
"2021R104","Adelaide",2021,"R1",2020728148,"Hamill, Will",9,6,5,0,1,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,80,"-"
"2021R104","Adelaide",2021,"R1",2019722465,"Hinge, Mitch",4,7,6,3,1,0,0,0,0,2,1,0,1,1,0,0,2,5,1,0,1,0,0,44,"On"
"2021R104","Adelaide",2021,"R1",2016755444,"Keays, Ben",47,23,15,4,8,0,1,0,4,2,8,7,3,1,1,1,10,12,0,0,1,1,1,87,"-"
"2021R104","Adelaide",2021,"R1",2015754078,"Kelly, Jake",91,4,2,0,2,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,37,"-"
"2021R104","Adelaide",2021,"R1",2013762245,"Laird, Rory",161,27,18,7,9,0,2,0,6,1,4,4,4,3,1,2,8,19,1,1,0,0,1,78,"-"
"2021R104","Adelaide",2021,"R1",2010763943,"Lynch, Tom",153,17,12,8,5,1,0,0,2,0,6,0,0,1,0,0,4,12,1,1,2,0,4,83,"-"
"2021R104","Adelaide",2021,"R1",2020773834,"McAdam, Shane",14,7,3,4,4,1,0,0,1,0,2,0,2,0,1,0,4,3,1,2,0,0,1,70,"-"
"2021R104","Adelaide",2021,"R1",2020777569,"McHenry, Ned",9,12,7,1,5,2,1,0,3,0,1,2,3,1,2,0,5,6,0,1,0,0,0,87,"-"
"2021R104","Adelaide",2021,"R1",2020772453,"McPherson, Andrew",10,10,7,2,3,0,0,0,4,1,1,0,5,1,2,0,5,3,1,0,1,0,0,85,"-"
"2021R104","Adelaide",2021,"R1",2018774782,"Murphy, Lachlan",45,11,6,0,5,1,1,0,4,1,2,3,4,3,0,0,8,5,0,0,0,0,0,87,"-"
"2021R104","Adelaide",2021,"R1",2016798113,"OBrien, Reilly",38,8,3,2,5,0,0,22,1,1,1,1,3,3,1,0,8,3,1,0,0,0,0,90,"-"
"2021R104","Adelaide",2021,"R1",2021823478,"Rowe, James",1,16,11,5,5,2,0,0,3,0,4,2,0,2,0,0,9,7,1,0,0,1,0,82,"-"
"2021R104","Adelaide",2021,"R1",2020839071,"Schoenberg, Harry",9,16,6,3,10,1,1,0,3,1,1,2,1,2,1,0,7,9,0,0,1,0,1,78,"-"
"2021R104","Adelaide",2021,"R1",2012834096,"Seedsman, Paul",111,21,14,8,7,0,1,0,1,4,4,1,5,1,2,0,6,13,0,0,1,0,1,81,"-"
"2021R104","Adelaide",2021,"R1",2009835778,"Sloane, Rory",212,20,11,5,9,0,0,0,4,3,5,7,1,3,0,0,13,8,0,0,4,0,0,80,"-"
"2021R104","Adelaide",2021,"R1",2011832909,"Smith, Brodie",184,21,14,6,7,0,1,0,0,6,3,0,7,0,2,0,4,14,0,0,5,0,0,89,"-"
"2021R104","Adelaide",2021,"R1",2009877055,"Walker, Taylor",204,18,11,7,7,5,2,2,1,0,1,2,3,2,1,3,14,7,1,4,3,0,2,95,"-"
"2021R203","Adelaide",2021,"R2",2021661124,"Berry, Sam",2,7,5,1,2,0,4,0,10,0,0,2,0,1,0,0,5,2,0,1,1,0,0,64,"-"
"2021R203","Adelaide",2021,"R2",2020665315,"Butts, Jordon",4,9,4,2,5,0,0,0,0,5,0,0,2,1,1,0,2,7,0,0,3,0,0,88,"-"
"2021R203","Adelaide",2021,"R2",2018689604,"Doedee, Tom",32,21,12,3,9,0,0,0,4,9,1,0,3,1,2,0,8,10,1,0,5,0,0,93,"-"
"2021R203","Adelaide",2021,"R2",2018703883,"Frampton, Billy",10,7,2,2,5,0,0,5,3,1,1,0,2,0,1,0,4,3,1,0,0,0,1,80,"-"
"2021R203","Adelaide",2021,"R2",2020728148,"Hamill, Will",10,11,5,0,6,0,0,0,2,1,0,1,3,2,0,0,8,4,0,0,1,0,0,88,"-"
"2021R203","Adelaide",2021,"R2",2019748529,"Jones, Chayce",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"2021R203","Adelaide",2021,"R2",2016755444,"Keays, Ben",48,28,19,2,9,1,0,0,2,1,11,8,4,2,1,0,10,13,0,0,1,0,0,83,"-"
"2021R203","Adelaide",2021,"R2",2013762245,"Laird, Rory",162,30,15,2,15,0,2,0,4,1,6,10,3,4,2,0,14,15,0,0,0,0,2,77,"-"
"2021R203","Adelaide",2021,"R2",2020773834,"McAdam, Shane",15,11,7,4,4,4,2,0,1,1,1,0,1,2,1,0,6,5,1,3,0,0,0,75,"-"
"2021R203","Adelaide",2021,"R2",2020777569,"McHenry, Ned",10,13,7,3,6,0,1,0,1,2,1,0,3,0,0,0,3,11,0,1,0,0,0,84,"-"
"2021R203","Adelaide",2021,"R2",2020772453,"McPherson, Andrew",11,6,3,2,3,0,0,0,1,3,1,0,0,1,0,0,2,3,0,0,2,0,0,81,"-"
"2021R203","Adelaide",2021,"R2",2018774782,"Murphy, Lachlan",46,12,7,2,5,0,2,0,3,0,2,5,0,1,0,0,9,4,0,0,1,0,0,81,"-"
"2021R203","Adelaide",2021,"R2",2021778762,"Murray, Nick",1,10,5,3,5,0,0,0,1,2,0,1,2,0,0,0,4,6,1,0,3,0,0,85,"-"
"2021R203","Adelaide",2021,"R2",2021823478,"Rowe, James",2,8,4,3,4,0,0,0,2,0,2,0,2,0,0,0,3,5,0,0,0,0,1,79,"-"
"2021R203","Adelaide",2021,"R2",2020839071,"Schoenberg, Harry",10,14,8,4,6,0,1,0,4,1,3,1,2,0,0,0,3,11,0,1,0,0,0,77,"-"
"2021R203","Adelaide",2021,"R2",2020838794,"Sholl, Lachlan",10,16,9,2,7,0,0,0,0,2,5,0,2,0,0,0,6,10,0,0,0,0,0,89,"-"
"2021R203","Adelaide",2021,"R2",2009835778,"Sloane, Rory",213,21,12,3,9,0,0,0,5,2,6,6,2,4,0,0,11,9,0,0,3,0,1,78,"-"
"2021R203","Adelaide",2021,"R2",2011832909,"Smith, Brodie",185,16,11,2,5,0,0,0,0,6,0,1,1,0,0,0,0,11,0,0,3,2,0,80,"-"
"2021R203","Adelaide",2021,"R2",2009877055,"Walker, Taylor",205,15,13,6,2,6,3,3,4,0,2,0,1,4,1,1,10,6,1,3,2,0,1,84,"-"
"2021R303","Adelaide",2021,"R3",2021661124,"Berry, Sam",3,11,4,2,7,1,1,0,4,0,1,1,4,3,3,0,6,6,1,1,2,0,0,77,"-"
"2021R303","Adelaide",2021,"R3",2012662083,"Brown, Luke",169,13,10,2,3,0,0,0,2,4,3,2,1,1,0,0,5,4,0,0,2,0,0,82,"-"
"2021R303","Adelaide",2021,"R3",2020665315,"Butts, Jordon",5,10,9,4,1,0,0,0,2,5,1,0,1,2,1,0,4,5,1,0,13,0,0,97,"-"
"2021R303","Adelaide",2021,"R3",2018689604,"Doedee, Tom",33,15,8,3,7,0,0,0,2,2,3,0,2,1,0,0,4,10,1,0,8,0,0,95,"-"
"2021R303","Adelaide",2021,"R3",2018703883,"Frampton, Billy",11,5,4,3,1,0,1,2,1,1,0,0,3,0,1,0,1,5,1,1,1,0,0,75,"-"
"2021R303","Adelaide",2021,"R3",2016755444,"Keays, Ben",49,26,16,5,10,1,1,0,3,3,5,4,1,0,1,0,8,19,0,0,2,0,1,82,"-"
"2021R303","Adelaide",2021,"R3",2013762245,"Laird, Rory",163,28,11,2,17,0,0,0,9,2,5,5,5,0,1,0,15,14,0,0,0,0,1,73,"-"
"2021R303","Adelaide",2021,"R3",2020773834,"McAdam, Shane",16,8,3,2,5,2,0,0,0,0,0,0,3,0,3,0,6,2,1,1,2,0,0,69,"-"
"2021R303","Adelaide",2021,"R3",2020777569,"McHenry, Ned",11,12,4,1,8,1,0,0,3,1,1,0,5,0,1,0,4,7,0,1,1,0,0,78,"-"
"2021R303","Adelaide",2021,"R3",2020772453,"McPherson, Andrew",12,14,11,2,3,0,0,0,1,6,0,0,2,0,0,0,2,9,0,0,2,0,0,78,"-"
"2021R303","Adelaide",2021,"R3",2018774782,"Murphy, Lachlan",47,10,5,1,5,0,1,0,5,0,3,1,0,1,0,0,7,4,0,0,2,0,0,85,"-"
"2021R303","Adelaide",2021,"R3",2021778762,"Murray, Nick",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"2021R303","Adelaide",2021,"R3",2016798113,"OBrien, Reilly",40,19,5,3,14,0,0,34,3,1,1,3,4,1,1,0,13,8,0,0,6,0,0,89,"-"
"2021R303","Adelaide",2021,"R3",2021823478,"Rowe, James",3,14,7,1,7,2,1,0,0,0,2,0,4,0,0,0,6,8,0,0,1,0,0,83,"-"
"2021R303","Adelaide",2021,"R3",2020839071,"Schoenberg, Harry",11,12,9,1,3,1,0,0,2,1,2,3,2,1,1,0,4,9,0,1,0,0,0,58,"-"
"2021R303","Adelaide",2021,"R3",2012834096,"Seedsman, Paul",113,27,17,5,10,0,1,0,2,1,6,1,4,0,2,0,3,24,1,1,0,0,2,83,"-"
"2021R303","Adelaide",2021,"R3",2020838794,"Sholl, Lachlan",11,18,13,9,5,0,1,0,0,2,3,0,1,0,1,0,3,15,1,1,0,0,1,91,"-"
"2021R303","Adelaide",2021,"R3",2009835778,"Sloane, Rory",214,34,15,7,19,0,0,0,3,2,4,8,5,2,1,1,19,16,0,0,5,0,2,85,"-"
"2021R303","Adelaide",2021,"R3",2011832909,"Smith, Brodie",186,26,19,4,7,0,0,0,4,7,7,1,3,1,0,2,10,12,0,0,3,0,0,81,"-"
"2021R407","Adelaide",2021,"R4",2021661124,"Berry, Sam",4,8,2,3,6,0,0,0,7,2,2,0,2,1,1,0,3,7,0,0,2,0,1,66,"-"
"2021R407","Adelaide",2021,"R4",2012662083,"Brown, Luke",170,15,8,4,7,0,0,0,4,3,1,1,2,0,0,0,6,8,0,0,3,0,0,88,"-"
"2021R407","Adelaide",2021,"R4",2020665315,"Butts, Jordon",6,8,3,2,5,0,0,0,1,3,0,0,4,0,1,0,1,6,0,0,10,0,0,94,"-"
"2021R407","Adelaide",2021,"R4",2018689604,"Doedee, Tom",34,18,11,9,7,0,0,0,3,5,1,0,3,2,1,0,9,8,5,0,6,2,0,95,"-"
"2021R407","Adelaide",2021,"R4",2018704381,"Fogarty, Darcy",25,5,5,5,0,3,0,0,1,0,1,0,1,1,1,0,2,6,0,3,1,0,0,64,"-"
"2021R407","Adelaide",2021,"R4",2018703883,"Frampton, Billy",12,9,6,5,3,0,2,1,0,0,0,0,3,1,3,0,4,5,1,2,1,0,0,83,"-"
"2021R407","Adelaide",2021,"R4",2020728148,"Hamill, Will",12,15,7,4,8,0,0,0,0,2,3,1,3,0,2,0,5,10,1,0,4,0,0,76,"-"
"2021R407","Adelaide",2021,"R4",2016755444,"Keays, Ben",50,24,12,3,12,0,0,0,8,0,6,3,2,1,0,0,12,12,0,0,3,0,0,86,"-"
"2021R407","Adelaide",2021,"R4",2015754078,"Kelly, Jake",93,18,11,6,7,0,0,0,4,3,1,0,2,0,2,0,5,14,1,0,5,0,0,95,"-"
"2021R407","Adelaide",2021,"R4",2013762245,"Laird, Rory",164,31,12,4,19,0,0,0,3,1,5,11,4,1,3,1,18,14,0,0,1,2,1,83,"-"
"2021R407","Adelaide",2021,"R4",2010763943,"Lynch, Tom",156,17,12,5,5,0,2,0,1,1,1,1,4,0,2,0,4,13,1,1,1,0,0,75,"-"
"2021R407","Adelaide",2021,"R4",2008774238,"Mackay, David",232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"2021R407","Adelaide",2021,"R4",2020773834,"McAdam, Shane",17,7,6,4,1,3,0,0,1,0,1,0,5,2,3,0,3,4,1,3,0,1,1,69,"-"
"2021R407","Adelaide",2021,"R4",2020777569,"McHenry, Ned",12,13,5,4,8,0,0,0,4,0,1,0,7,1,6,0,5,9,0,0,1,0,1,82,"-"
"2021R407","Adelaide",2021,"R4",2020772453,"McPherson, Andrew",13,23,14,4,9,0,0,0,1,4,1,0,3,1,0,0,5,15,0,0,2,0,0,76,"-"
"2021R407","Adelaide",2021,"R4",2018774782,"Murphy, Lachlan",48,11,6,1,5,1,0,0,7,1,3,3,0,2,0,0,6,4,0,0,0,0,0,71,"-"
"2021R407","Adelaide",2021,"R4",2016798113,"OBrien, Reilly",41,24,7,8,17,1,0,30,4,3,0,6,1,3,0,3,15,7,4,2,1,0,0,94,"-"
"2021R407","Adelaide",2021,"R4",2021823478,"Rowe, James",4,9,6,2,3,1,1,0,3,0,3,0,2,2,0,0,4,6,0,1,0,0,1,83,"-"
"2021R407","Adelaide",2021,"R4",2020839071,"Schoenberg, Harry",12,20,15,6,5,2,0,0,4,0,6,1,2,0,1,0,4,16,0,1,0,0,2,66,"-"
"2021R407","Adelaide",2021,"R4",2020838794,"Sholl, Lachlan",12,31,25,8,6,1,2,0,2,6,5,2,1,3,0,2,9,22,1,0,1,0,1,95,"-"
"2021R407","Adelaide",2021,"R4",2011832909,"Smith, Brodie",187,22,19,7,3,0,1,0,3,7,6,0,1,1,0,0,4,16,0,0,2,0,1,80,"-"
"2021R407","Adelaide",2021,"R4",2009877055,"Walker, Taylor",207,17,12,7,5,3,2,0,3,0,4,1,2,3,1,0,12,4,4,2,1,0,2,92,"-"
"2021R507","Adelaide",2021,"R5",2021661124,"Berry, Sam",5,13,3,1,10,0,0,0,1,0,2,4,4,0,1,0,7,6,0,0,3,0,0,71,"-"
"2021R507","Adelaide",2021,"R5",2012662083,"Brown, Luke",171,15,9,4,6,0,0,0,5,3,2,0,1,1,1,0,5,9,0,0,2,0,0,83,"-"
"2021R507","Adelaide",2021,"R5",2020665315,"Butts, Jordon",7,17,14,9,3,0,0,0,2,5,1,0,3,2,1,0,5,12,0,0,6,0,0,95,"-"
"2021R507","Adelaide",2021,"R5",2018689604,"Doedee, Tom",35,23,12,6,11,0,0,0,1,7,2,1,4,0,2,0,7,14,1,0,10,0,0,98,"-"
"2021R507","Adelaide",2021,"R5",2018704381,"Fogarty, Darcy",26,11,7,2,4,1,0,0,2,0,2,1,4,0,2,0,4,7,0,1,2,0,1,76,"-"
"2021R507","Adelaide",2021,"R5",2018703883,"Frampton, Billy",13,10,7,4,3,0,1,3,0,0,2,1,3,2,0,0,6,4,2,1,3,0,0,75,"-"
"2021R507","Adelaide",2021,"R5",2020728148,"Hamill, Will",13,13,6,1,7,0,0,0,3,3,1,0,4,1,0,0,5,7,1,0,1,0,0,69,"-"
"2021R507","Adelaide",2021,"R5",2016755444,"Keays, Ben",51,31,17,4,14,0,1,0,1,1,5,2,4,1,2,0,10,19,0,0,3,0,0,89,"-"
"2021R507","Adelaide",2021,"R5",2015754078,"Kelly, Jake",94,19,14,8,5,0,0,0,3,1,1,0,3,1,1,0,6,11,2,0,4,0,0,91,"-"
"2021R507","Adelaide",2021,"R5",2013762245,"Laird, Rory",165,29,11,4,18,0,0,0,7,2,3,7,5,1,0,0,15,15,0,0,0,0,1,80,"-"
"2021R507","Adelaide",2021,"R5",2010763943,"Lynch, Tom",157,14,8,5,6,1,1,0,2,0,2,2,0,1,0,0,4,10,0,1,1,0,0,78,"-"
"2021R507","Adelaide",2021,"R5",2020773834,"McAdam, Shane",18,4,4,3,0,1,0,0,4,0,2,0,3,0,2,0,0,4,0,0,1,0,0,75,"-"
"2021R507","Adelaide",2021,"R5",2020777569,"McHenry, Ned",13,12,4,2,8,1,0,0,3,0,0,0,2,1,1,0,6,8,0,2,3,0,0,82,"-"
"2021R507","Adelaide",2021,"R5",2020772453,"McPherson, Andrew",14,12,5,3,7,0,0,0,0,0,1,0,1,1,0,0,2,10,1,0,2,0,0,80,"-"
"2021R507","Adelaide",2021,"R5",2018774782,"Murphy, Lachlan",49,15,9,2,6,1,0,0,3,0,3,1,3,0,1,0,9,7,0,0,3,0,0,75,"-"
"2021R507","Adelaide",2021,"R5",2021778762,"Murray, Nick",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"2021R507","Adelaide",2021,"R5",2021823478,"Rowe, James",5,12,7,1,5,2,0,0,3,0,4,1,2,3,1,0,8,4,0,0,0,0,2,80,"-"
"2021R507","Adelaide",2021,"R5",2020839071,"Schoenberg, Harry",13,16,10,2,6,0,0,0,1,0,4,3,2,1,1,0,7,8,0,0,1,0,1,62,"-"
"2021R507","Adelaide",2021,"R5",2020838794,"Sholl, Lachlan",13,23,15,8,8,1,0,0,3,4,6,1,2,0,0,0,4,20,0,0,1,0,0,92,"-"
"2021R507","Adelaide",2021,"R5",2011832909,"Smith, Brodie",188,27,21,7,6,0,0,0,2,9,6,0,2,0,1,0,2,21,1,0,4,0,0,84,"-"
"2021R507","Adelaide",2021,"R5",2009877055,"Walker, Taylor",208,13,10,6,3,2,3,2,1,0,2,1,3,2,1,0,7,6,3,4,3,0,2,89,"-"
"2021R607","Adelaide",2021,"R6",2012662083,"Brown, Luke",172,7,5,4,2,0,0,0,2,2,1,0,1,0,0,0,1,6,0,0,1,0,0,83,"-"
"2021R607","Adelaide",2021,"R6",2020665315,"Butts, Jordon",8,11,7,5,4,0,0,0,0,5,0,0,2,2,2,0,3,9,1,0,6,0,0,97,"-"
"2021R607","Adelaide",2021,"R6",2018689604,"Doedee, Tom",36,16,11,5,5,0,0,0,0,7,1,0,7,1,4,0,5,10,2,0,7,0,0,95,"-"
"2021R607","Adelaide",2021,"R6",2018704381,"Fogarty, Darcy",27,9,5,1,4,0,0,0,2,0,2,2,3,3,2,0,6,5,0,0,2,0,0,64,"-"
"2021R607","Adelaide",2021,"R6",2020728148,"Hamill, Will",14,16,6,1,10,0,0,0,2,2,0,1,3,2,1,0,8,9,0,0,0,0,0,57,"Off"
"2021R607","Adelaide",2021,"R6",2019721038,"Hately, Jackson",14,17,8,3,9,0,0,0,6,2,2,2,3,0,0,0,3,13,0,0,0,0,0,65,"-"
"2021R607","Adelaide",2021,"R6",2018722651,"Himmelberg, Elliott",20,9,6,5,3,2,0,2,0,0,2,0,4,0,2,0,4,5,2,2,2,0,0,86,"-"
"2021R607","Adelaide",2021,"R6",2016755444,"Keays, Ben",52,31,15,8,16,1,0,0,13,3,3,10,6,3,2,2,17,15,1,2,0,0,0,86,"-"
"2021R607","Adelaide",2021,"R6",2015754078,"Kelly, Jake",95,12,7,5,5,0,0,0,4,0,2,0,1,2,0,0,9,5,3,0,4,0,0,96,"-"
"2021R607","Adelaide",2021,"R6",2013762245,"Laird, Rory",166,32,15,5,17,0,0,0,5,4,4,7,5,1,2,0,18,15,0,1,0,0,1,80,"-"
"2021R607","Adelaide",2021,"R6",2010763943,"Lynch, Tom",158,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,17,"On"
"2021R607","Adelaide",2021,"R6",2020773834,"McAdam, Shane",19,6,4,2,2,2,1,0,4,0,0,0,3,2,2,0,5,1,1,2,1,0,1,76,"-"
"2021R607","Adelaide",2021,"R6",2020777569,"McHenry, Ned",14,8,2,1,6,1,0,0,2,0,1,1,4,0,4,0,4,5,0,0,2,0,1,78,"-"
"2021R607","Adelaide",2021,"R6",2020772453,"McPherson, Andrew",15,14,8,3,6,0,0,0,3,4,0,1,3,0,0,0,2,9,0,0,0,0,0,75,"-"
"2021R607","Adelaide",2021,"R6",2018774782,"Murphy, Lachlan",50,10,4,0,6,0,1,0,0,0,1,2,1,2,1,0,7,4,0,0,0,0,2,79,"-"
"2021R607","Adelaide",2021,"R6",2016798113,"OBrien, Reilly",43,20,8,5,12,0,0,39,1,1,5,4,2,1,0,0,11,8,3,0,4,0,0,97,"-"
"2021R607","Adelaide",2021,"R6",2021823478,"Rowe, James",6,8,6,3,2,0,0,0,2,0,2,2,1,0,1,0,3,5,1,1,0,0,0,81,"-"
"2021R607","Adelaide",2021,"R6",2020839071,"Schoenberg, Harry",14,11,8,1,3,1,0,0,5,2,3,1,6,1,3,0,6,6,0,1,0,0,0,71,"-"
"2021R607","Adelaide",2021,"R6",2012834096,"Seedsman, Paul",116,27,20,5,7,1,1,0,3,3,8,1,3,1,2,0,4,23,0,0,0,3,2,81,"-"
"2021R607","Adelaide",2021,"R6",2020838794,"Sholl, Lachlan",14,21,13,2,8,0,0,0,0,3,5,3,3,0,0,0,6,14,0,0,1,0,1,83,"-"
"2021R607","Adelaide",2021,"R6",2011832909,"Smith, Brodie",189,20,17,5,3,0,0,0,1,5,5,2,1,0,0,0,5,12,0,0,0,0,0,80,"-"
"2021R607","Adelaide",2021,"R6",2021845288,"Thilthorpe, Riley",1,16,10,5,6,5,0,0,2,0,1,0,5,2,1,0,7,10,3,3,2,0,1,80,"-"
"2021R607","Adelaide",2021,"R6",2009877055,"Walker, Taylor",209,14,10,5,4,3,0,2,1,0,2,1,2,2,1,0,10,4,2,2,0,0,1,95,"-"
"2021R703","Adelaide",2021,"R7",2021661124,"Berry, Sam",6,11,4,3,7,0,1,0,3,0,3,0,1,2,0,0,6,7,0,0,0,0,0,73,"-"
"2021R703","Adelaide",2021,"R7",2020665315,"Butts, Jordon",9,16,6,1,10,0,0,0,3,1,3,0,2,2,0,0,8,8,0,0,5,0,0,84,"-"
"2021R703","Adelaide",2021,"R7",2018689604,"Doedee, Tom",37,22,12,9,10,0,0,0,1,5,1,1,2,1,1,0,8,12,1,0,6,0,0,91,"-"
"2021R703","Adelaide",2021,"R7",2018704381,"Fogarty, Darcy",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"2021R703","Adelaide",2021,"R7",2019721038,"Hately, Jackson",15,11,6,3,5,0,0,0,5,0,2,0,3,0,1,0,5,7,0,1,0,0,0,70,"-"
"2021R703","Adelaide",2021,"R7",2018722651,"Himmelberg, Elliott",21,7,3,1,4,0,1,4,0,0,1,0,1,2,1,0,7,2,0,0,1,0,0,92,"-"
"2021R703","Adelaide",2021,"R7",2016755444,"Keays, Ben",53,28,14,5,14,0,0,0,7,1,7,4,6,2,3,0,8,19,0,0,0,0,0,84,"-"
"2021R703","Adelaide",2021,"R7",2015754078,"Kelly, Jake",96,23,15,4,8,0,0,0,2,7,2,0,4,0,1,0,4,16,0,0,8,0,0,95,"-"
"2021R703","Adelaide",2021,"R7",2013762245,"Laird, Rory",167,25,9,2,16,0,0,0,6,2,2,2,4,1,0,0,7,18,0,0,0,1,0,79,"-"
"2021R703","Adelaide",2021,"R7",2008774238,"Mackay, David",233,23,13,3,10,0,0,0,0,3,3,1,2,2,0,0,4,16,0,0,0,3,0,78,"-"
"2021R703","Adelaide",2021,"R7",2020773834,"McAdam, Shane",20,7,5,4,2,0,2,0,1,0,1,0,0,1,0,0,3,5,0,1,1,0,0,72,"-"
"2021R703","Adelaide",2021,"R7",2020777569,"McHenry, Ned",15,13,8,4,5,0,0,0,5,0,0,1,3,1,0,0,2,11,0,0,1,0,0,71,"-"
"2021R703","Adelaide",2021,"R7",2020772453,"McPherson, Andrew",16,16,14,8,2,0,0,0,0,5,3,0,4,0,1,0,1,14,0,0,1,1,0,79,"-"
"2021R703","Adelaide",2021,"R7",2018774782,"Murphy, Lachlan",51,16,8,2,8,1,0,0,0,0,3,0,2,1,0,0,11,5,0,0,3,0,0,85,"-"
"2021R703","Adelaide",2021,"R7",2021778762,"Murray, Nick",4,8,7,6,1,1,1,0,0,2,0,0,1,0,1,0,3,5,2,2,8,0,0,89,"-"
"2021R703","Adelaide",2021,"R7",2016798113,"OBrien, Reilly",44,12,2,2,10,0,0,19,1,0,1,3,1,1,1,0,6,6,1,0,2,0,1,81,"-"
"2021R703","Adelaide",2021,"R7",2021823478,"Rowe, James",7,12,7,3,5,0,1,0,0,0,2,0,1,0,1,0,2,12,0,0,1,0,0,83,"-"
"2021R703","Adelaide",2021,"R7",2020839071,"Schoenberg, Harry",15,19,10,1,9,0,1,0,1,1,4,3,1,0,1,0,6,13,0,0,1,1,0,74,"-"
"2021R703","Adelaide",2021,"R7",2012834096,"Seedsman, Paul",117,27,16,8,11,0,2,0,2,1,9,1,4,0,1,0,6,22,0,0,0,2,0,87,"-"
"2021R703","Adelaide",2021,"R7",2020838794,"Sholl, Lachlan",15,21,14,4,7,0,0,0,0,6,1,1,2,0,1,0,2,19,0,0,1,0,0,88,"-"
"2021R703","Adelaide",2021,"R7",2011832909,"Smith, Brodie",190,14,11,6,3,0,0,0,1,7,2,0,3,1,0,0,4,6,2,0,3,1,1,89,"-"
"2021R703","Adelaide",2021,"R7",2021845288,"Thilthorpe, Riley",2,10,8,3,2,0,0,4,2,1,1,0,2,0,1,0,9,3,2,0,1,0,0,81,"-"
"2021R703","Adelaide",2021,"R7",2009877055,"Walker, Taylor",210,8,5,3,3,2,0,1,1,0,1,0,5,0,3,0,2,4,1,1,1,0,0,76,"-"
"2021R806","Adelaide",2021,"R8",2020665315,"Butts, Jordon",10,9,7,1,2,0,0,0,3,3,0,0,1,2,1,0,5,3,1,0,10,0,0,92,"-"
"2021R806","Adelaide",2021,"R8",2018689604,"Doedee, Tom",38,14,7,2,7,0,0,0,4,4,0,0,1,0,1,0,5,7,0,0,13,0,0,87,"-"
"2021R806","Adelaide",2021,"R8",2018704381,"Fogarty, Darcy",29,10,6,0,4,1,0,0,3,0,2,1,1,3,1,0,6,4,0,0,0,0,0,75,"-"
"2021R806","Adelaide",2021,"R8",2020728148,"Hamill, Will",15,12,9,0,3,0,0,0,0,0,2,0,5,0,2,0,6,5,0,0,0,0,0,76,"-"
"2021R806","Adelaide",2021,"R8",2018722651,"Himmelberg, Elliott",22,10,4,2,6,0,1,4,3,1,3,0,1,2,0,0,9,3,1,0,4,0,0,89,"-"
"2021R806","Adelaide",2021,"R8",2016755444,"Keays, Ben",54,20,11,2,9,0,0,0,8,2,2,6,2,2,0,0,15,3,0,0,0,0,0,85,"-"
"2021R806","Adelaide",2021,"R8",2013762245,"Laird, Rory",168,36,16,0,20,0,0,0,5,1,2,6,6,1,3,0,21,15,0,0,2,0,1,77,"-"
"2021R806","Adelaide",2021,"R8",2008774238,"Mackay, David",234,12,6,2,6,0,0,0,3,3,0,1,1,0,0,0,3,8,0,0,1,0,0,81,"-"
"2021R806","Adelaide",2021,"R8",2020777569,"McHenry, Ned",16,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,10,"Off"
"2021R806","Adelaide",2021,"R8",2020772453,"McPherson, Andrew",17,14,5,5,9,0,0,0,2,2,2,2,2,0,0,0,7,7,0,0,0,0,1,65,"On"
"2021R806","Adelaide",2021,"R8",2018774782,"Murphy, Lachlan",52,2,2,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,14,"-"
